settlement,input_count,generated_count,diff,rel_diff,ratio
Kiskunhalas,2372,2950,578,0.2436762225969646,1.2436762225969646
Kiskunlacháza,720,897,177,0.24583333333333332,1.2458333333333333
Kiskunmajsa,1130,1405,275,0.24336283185840707,1.2433628318584071
Kiskõrös,1639,2038,399,0.24344112263575352,1.2434411226357536
Kisköre,188,235,47,0.25,1.25
Kislippó,24,29,5,0.20833333333333334,1.2083333333333333
Kisláng,162,201,39,0.24074074074074073,1.2407407407407407
Kisléta,39,49,10,0.2564102564102564,1.2564102564102564
Kislõd,23,29,6,0.2608695652173913,1.2608695652173914
Kismarja,27,33,6,0.2222222222222222,1.2222222222222223
Kismaros,197,245,48,0.2436548223350254,1.2436548223350254
Kismányok,11,14,3,0.2727272727272727,1.2727272727272727
Kisnamény,10,12,2,0.2,1.2
Kisnána,28,35,7,0.25,1.25
Kisnémedi,16,20,4,0.25,1.25
Kisoroszi,72,90,18,0.25,1.25
Kispalád,6,8,2,0.3333333333333333,1.3333333333333333
Kispirit,13,16,3,0.23076923076923078,1.2307692307692308
Kisrécse,7,9,2,0.2857142857142857,1.2857142857142858
Kisszekeres,20,25,5,0.25,1.25
Kisszállás,93,116,23,0.24731182795698925,1.2473118279569892
Kistapolca,6,8,2,0.3333333333333333,1.3333333333333333
Kistarcsa,1179,1469,290,0.24597116200169636,1.2459711620016964
Kistelek,656,817,161,0.24542682926829268,1.2454268292682926
Kistokaj,149,188,39,0.26174496644295303,1.261744966442953
Kisvarsány,51,62,11,0.21568627450980393,1.2156862745098038
Kisvejke,155,193,38,0.24516129032258063,1.2451612903225806
Kisvárda,1336,1665,329,0.24625748502994013,1.2462574850299402
Kiszombor,215,268,53,0.24651162790697675,1.2465116279069768
Kisújszállás,713,889,176,0.24684431977559607,1.246844319775596
Klárafalva,698,870,172,0.24641833810888253,1.2464183381088825
Kocs,141,176,35,0.24822695035460993,1.24822695035461
Kocsola,27,34,7,0.25925925925925924,1.2592592592592593
Kocsord,143,180,37,0.25874125874125875,1.2587412587412588
Kocsér,70,87,17,0.24285714285714285,1.2428571428571429
Kokad,28,35,7,0.25,1.25
Kolontár,22,27,5,0.22727272727272727,1.2272727272727273
Komló,1410,1754,344,0.24397163120567375,1.2439716312056737
Komlóska,73,90,17,0.2328767123287671,1.2328767123287672
Komoró,31,39,8,0.25806451612903225,1.2580645161290323
Kompolt,35,43,8,0.22857142857142856,1.2285714285714286
Komádi,245,306,61,0.24897959183673468,1.2489795918367348
Komárom,1466,1825,359,0.24488403819918145,1.2448840381991815
Kondorfa,5,6,1,0.2,1.2
Kondoros,342,427,85,0.24853801169590642,1.2485380116959064
Kondó,6,8,2,0.3333333333333333,1.3333333333333333
Konyár,76,96,20,0.2631578947368421,1.263157894736842
Koroncó,20,25,5,0.25,1.25
Kosd,189,235,46,0.24338624338624337,1.2433862433862435
Kovácshida,11,14,3,0.2727272727272727,1.2727272727272727
Kovácsvágás,5,6,1,0.2,1.2
Kozárd,43,54,11,0.2558139534883721,1.255813953488372
Kozármisleny,736,916,180,0.24456521739130435,1.2445652173913044
Kulcs,233,288,55,0.23605150214592274,1.2360515021459229
Kunadacs,131,163,32,0.24427480916030533,1.2442748091603053
Kunbaja,32,40,8,0.25,1.25
Kunbaracs,35,43,8,0.22857142857142856,1.2285714285714286
Kuncsorba,13,16,3,0.23076923076923078,1.2307692307692308
Kunfehértó,287,355,68,0.23693379790940766,1.2369337979094077
Kunhegyes,366,457,91,0.24863387978142076,1.2486338797814207
Kunmadaras,131,163,32,0.24427480916030533,1.2442748091603053
Kunpeszér,42,52,10,0.23809523809523808,1.2380952380952381
Kunszentmiklós,601,750,149,0.24792013311148087,1.2479201331114809
Kunszentmárton,504,627,123,0.24404761904761904,1.244047619047619
Kunsziget,5,6,1,0.2,1.2
Kunszállás,106,131,25,0.2358490566037736,1.2358490566037736
Kunágota,97,122,25,0.25773195876288657,1.2577319587628866
Kup,7,9,2,0.2857142857142857,1.2857142857142858
Kurd,147,183,36,0.24489795918367346,1.2448979591836735
Kurityán,26,33,7,0.2692307692307692,1.2692307692307692
Kustánszeg,6,8,2,0.3333333333333333,1.3333333333333333
Kutas,35,43,8,0.22857142857142856,1.2285714285714286
Kács,5,6,1,0.2,1.2
Kál,80,100,20,0.25,1.25
Kálló,30,37,7,0.23333333333333334,1.2333333333333334
Kállósemjén,153,192,39,0.2549019607843137,1.2549019607843137
Kálmáncsa,6,8,2,0.3333333333333333,1.3333333333333333
Kálmánháza,121,152,31,0.256198347107438,1.256198347107438
Káloz,93,115,22,0.23655913978494625,1.2365591397849462
Kántorjánosi,56,70,14,0.25,1.25
Kánya,7,9,2,0.2857142857142857,1.2857142857142858
Kápolna,16,20,4,0.25,1.25
Kápolnásnyék,591,736,145,0.24534686971235195,1.245346869712352
Káptalanfa,17,21,4,0.23529411764705882,1.2352941176470589
Káptalantóti,50,63,13,0.26,1.26
Káva,19,24,5,0.2631578947368421,1.263157894736842
Kék,40,50,10,0.25,1.25
Kékcse,36,45,9,0.25,1.25
Kéleshalom,156,193,37,0.23717948717948717,1.2371794871794872
Kémes,15,18,3,0.2,1.2
Kérsemjén,5,6,1,0.2,1.2
Kétegyháza,205,257,52,0.25365853658536586,1.2536585365853659
Kéthely,265,332,67,0.2528301886792453,1.2528301886792452
Kétpó,34,43,9,0.2647058823529412,1.2647058823529411
Kétsoprony,69,86,17,0.2463768115942029,1.2463768115942029
Kéty,20,25,5,0.25,1.25
Kétújfalu,23,28,5,0.21739130434782608,1.2173913043478262
Kóka,283,355,72,0.254416961130742,1.254416961130742
Kóny,16,20,4,0.25,1.25
Kópháza,14,17,3,0.21428571428571427,1.2142857142857142
Kóspallag,25,31,6,0.24,1.24
Kótaj,183,228,45,0.2459016393442623,1.2459016393442623
Kõröshegy,118,148,30,0.2542372881355932,1.2542372881355932
Kõröstetétlen,13,16,3,0.23076923076923078,1.2307692307692308
Kõszeg,30,37,7,0.23333333333333334,1.2333333333333334
Kõszegdoroszló,7,9,2,0.2857142857142857,1.2857142857142858
Kõszegpaty,5,6,1,0.2,1.2
Kõszegszerdahely,9,11,2,0.2222222222222222,1.2222222222222223
Kõszárhegy,82,102,20,0.24390243902439024,1.2439024390243902
Kõtelek,50,62,12,0.24,1.24
Kõvágószõlõs,65,82,17,0.26153846153846155,1.2615384615384615
Kõvágótöttös,8,10,2,0.25,1.25
Kõvágóörs,43,53,10,0.23255813953488372,1.2325581395348837
Kökény,22,27,5,0.22727272727272727,1.2272727272727273
Kölcse,64,80,16,0.25,1.25
Kölesd,49,60,11,0.22448979591836735,1.2244897959183674
Kölked,52,64,12,0.23076923076923078,1.2307692307692308
Kömlõ,29,36,7,0.2413793103448276,1.2413793103448276
Kömpöc,77,96,19,0.24675324675324675,1.2467532467532467
Kömörõ,131,163,32,0.24427480916030533,1.2442748091603053
Körmend,43,54,11,0.2558139534883721,1.255813953488372
Környe,324,405,81,0.25,1.25
Körösladány,1647,2053,406,0.24650880388585306,1.2465088038858532
Körösnagyharsány,12,15,3,0.25,1.25
Körösszakál,34,43,9,0.2647058823529412,1.2647058823529411
Körösszegapáti,34,42,8,0.23529411764705882,1.2352941176470589
Köröstarcsa,95,119,24,0.25263157894736843,1.2526315789473683
Körösújfalu,12,15,3,0.25,1.25
Kötcse,22,27,5,0.22727272727272727,1.2272727272727273
Kötegyán,51,65,14,0.27450980392156865,1.2745098039215685
Kövegy,17,21,4,0.23529411764705882,1.2352941176470589
Köveskál,12,16,4,0.3333333333333333,1.3333333333333333
Kübekháza,86,108,22,0.2558139534883721,1.255813953488372
Külsõvat,5,6,1,0.2,1.2
Küngös,13,16,3,0.23076923076923078,1.2307692307692308
Lad,22,28,6,0.2727272727272727,1.2727272727272727
Ladánybene,140,175,35,0.25,1.25
Lajoskomárom,143,178,35,0.24475524475524477,1.2447552447552448
Lajosmizse,1091,1354,263,0.24106324472960586,1.241063244729606
Lak,10,12,2,0.2,1.2
Lakhegy,5,6,1,0.2,1.2
Lakitelek,328,410,82,0.25,1.25
Lakócsa,14,18,4,0.2857142857142857,1.2857142857142858
Lapáncsa,22,27,5,0.22727272727272727,1.2272727272727273
Laskod,21,26,5,0.23809523809523808,1.2380952380952381
Legyesbénye,24,29,5,0.20833333333333334,1.2083333333333333
Lengyel,35,44,9,0.2571428571428571,1.2571428571428571
Lengyeltóti,164,205,41,0.25,1.25
Lenti,46,57,11,0.2391304347826087,1.2391304347826086
Lepsény,128,160,32,0.25,1.25
Lesencefalu,5,6,1,0.2,1.2
Lesenceistvánd,40,49,9,0.225,1.225
Lesencetomaj,34,42,8,0.23529411764705882,1.2352941176470589
Letenye,23,29,6,0.2608695652173913,1.2608695652173914
Letkés,24,29,5,0.20833333333333334,1.2083333333333333
Levelek,175,219,44,0.25142857142857145,1.2514285714285713
Levél,7,9,2,0.2857142857142857,1.2857142857142858
Leányfalu,447,557,110,0.24608501118568232,1.2460850111856823
Leányvár,62,78,16,0.25806451612903225,1.2580645161290323
Lickóvadamos,5,6,1,0.2,1.2
Liget,12,16,4,0.3333333333333333,1.3333333333333333
Lippó,6,8,2,0.3333333333333333,1.3333333333333333
Lipót,5,6,1,0.2,1.2
Litka,6,8,2,0.3333333333333333,1.3333333333333333
Litér,149,188,39,0.26174496644295303,1.261744966442953
Lothárd,5,6,1,0.2,1.2
Lovas,43,53,10,0.23255813953488372,1.2325581395348837
Lovasberény,167,208,41,0.24550898203592814,1.2455089820359282
Lovászhetény,7,9,2,0.2857142857142857,1.2857142857142858
Lovászpatona,26,32,6,0.23076923076923078,1.2307692307692308
Lucfalva,9,11,2,0.2222222222222222,1.2222222222222223
Ludas,6,8,2,0.3333333333333333,1.3333333333333333
Ludányhalászi,49,60,11,0.22448979591836735,1.2244897959183674
Lulla,58,72,14,0.2413793103448276,1.2413793103448276
Lábatlan,250,311,61,0.244,1.244
Lábod,47,59,12,0.2553191489361702,1.2553191489361701
Lánycsók,58,73,15,0.25862068965517243,1.2586206896551724
Látrány,97,122,25,0.25773195876288657,1.2577319587628866
Lázi,8,10,2,0.25,1.25
Lébény,20,25,5,0.25,1.25
Létavértes,483,602,119,0.2463768115942029,1.2463768115942029
Lókút,6,8,2,0.3333333333333333,1.3333333333333333
Lónya,24,30,6,0.25,1.25
Lórév,5,6,1,0.2,1.2
Lõkösháza,51,63,12,0.23529411764705882,1.2352941176470589
Lõrinci,242,299,57,0.23553719008264462,1.2355371900826446
Lövõ,28,35,7,0.25,1.25
Lövõpetri,22,27,5,0.22727272727272727,1.2272727272727273
Madaras,96,119,23,0.23958333333333334,1.2395833333333333
Madocsa,149,187,38,0.2550335570469799,1.25503355704698
Maglód,1071,1336,265,0.24743230625583568,1.2474323062558357
Magosliget,13,16,3,0.23076923076923078,1.2307692307692308
Magy,53,66,13,0.24528301886792453,1.2452830188679245
Magyaralmás,82,102,20,0.24390243902439024,1.2439024390243902
Magyaratád,20,25,5,0.25,1.25
Magyarbánhegyes,88,109,21,0.23863636363636365,1.2386363636363635
Magyarbóly,11,14,3,0.2727272727272727,1.2727272727272727
Magyarcsanád,42,53,11,0.2619047619047619,1.2619047619047619
Magyaregregy,12,16,4,0.3333333333333333,1.3333333333333333
Magyaregres,19,24,5,0.2631578947368421,1.263157894736842
Magyargencs,12,15,3,0.25,1.25
Magyargéc,5,6,1,0.2,1.2
Magyarhomorog,30,37,7,0.23333333333333334,1.2333333333333334
Magyarkeresztúr,7,9,2,0.2857142857142857,1.2857142857142858
Magyarkeszi,29,36,7,0.2413793103448276,1.2413793103448276
Magyarmecske,15,19,4,0.26666666666666666,1.2666666666666666
Magyarnándor,38,48,10,0.2631578947368421,1.263157894736842
Magyarpolány,75,94,19,0.25333333333333335,1.2533333333333334
Magyarsarlós,8,10,2,0.25,1.25
Magyarszerdahely,5,6,1,0.2,1.2
Magyarszék,69,88,19,0.2753623188405797,1.2753623188405796
Majosháza,80,99,19,0.2375,1.2375
Majs,91,113,22,0.24175824175824176,1.2417582417582418
Makkoshotyka,14,18,4,0.2857142857142857,1.2857142857142858
Maklár,133,165,32,0.24060150375939848,1.2406015037593985
Makád,52,65,13,0.25,1.25
Makó,2006,2494,488,0.2432701894317049,1.2432701894317049
Malomsok,18,22,4,0.2222222222222222,1.2222222222222223
Marcalgergelyi,7,9,2,0.2857142857142857,1.2857142857142858
Marcali,863,1074,211,0.24449594438006952,1.2444959443800696
Marcaltõ,21,26,5,0.23809523809523808,1.2380952380952381
Markaz,85,107,22,0.25882352941176473,1.2588235294117647
Markotabödöge,8,10,2,0.25,1.25
Maroslele,100,124,24,0.24,1.24
Martfû,307,383,76,0.247557003257329,1.247557003257329
Martonfa,5,6,1,0.2,1.2
Martonvásár,460,575,115,0.25,1.25
Maráza,109,135,26,0.23853211009174313,1.238532110091743
Mecseknádasd,105,132,27,0.2571428571428571,1.2571428571428571
Mecsekpölöske,11,14,3,0.2727272727272727,1.2727272727272727
Mecsér,5,6,1,0.2,1.2
Medgyesbodzás,48,60,12,0.25,1.25
Medgyesegyháza,455,568,113,0.24835164835164836,1.2483516483516484
Medina,15,19,4,0.26666666666666666,1.2666666666666666
Meggyeskovácsi,5,6,1,0.2,1.2
Megyaszó,50,61,11,0.22,1.22
Mekényes,6,8,2,0.3333333333333333,1.3333333333333333
Mencshely,10,12,2,0.2,1.2
Mende,269,333,64,0.2379182156133829,1.237918215613383
Mernye,35,44,9,0.2571428571428571,1.2571428571428571
Mersevát,12,15,3,0.25,1.25
Mesterháza,5,6,1,0.2,1.2
Mesterszállás,23,29,6,0.2608695652173913,1.2608695652173914
Mesztegnyõ,25,31,6,0.24,1.24
Mezõberény,569,709,140,0.2460456942003515,1.2460456942003515
Mezõcsokonya,21,26,5,0.23809523809523808,1.2380952380952381
Mezõcsát,271,337,66,0.24354243542435425,1.2435424354243543
Mezõfalva,180,223,43,0.2388888888888889,1.238888888888889
Mezõgyán,31,39,8,0.25806451612903225,1.2580645161290323
Mezõhegyes,208,261,53,0.2548076923076923,1.2548076923076923
Mezõhék,10,12,2,0.2,1.2
Mezõkeresztes,136,169,33,0.2426470588235294,1.2426470588235294
Mezõkomárom,47,59,12,0.2553191489361702,1.2553191489361701
Mezõkovácsháza,365,454,89,0.24383561643835616,1.2438356164383562
Mezõkövesd,1092,1361,269,0.24633699633699635,1.2463369963369964
Mezõladány,37,46,9,0.24324324324324326,1.2432432432432432
Mezõlak,42,53,11,0.2619047619047619,1.2619047619047619
Mezõnagymihály,20,25,5,0.25,1.25
Mezõnyárád,49,61,12,0.24489795918367346,1.2448979591836735
Mezõpeterd,14,17,3,0.21428571428571427,1.2142857142857142
Mezõszemere,6,8,2,0.3333333333333333,1.3333333333333333
Mezõszentgyörgy,33,41,8,0.24242424242424243,1.2424242424242424
Mezõszilas,83,102,19,0.2289156626506024,1.2289156626506024
Mezõtárkány,116,145,29,0.25,1.25
Mezõtúr,1044,1300,256,0.24521072796934865,1.2452107279693487
Mezõzombor,42,53,11,0.2619047619047619,1.2619047619047619
Mezõörs,13,16,3,0.23076923076923078,1.2307692307692308
Miháld,13,16,3,0.23076923076923078,1.2307692307692308
Mihályfa,9,11,2,0.2222222222222222,1.2222222222222223
Mihálygerge,5,6,1,0.2,1.2
Mihályháza,8,10,2,0.25,1.25
Mihályi,17,21,4,0.23529411764705882,1.2352941176470589
Mike,11,14,3,0.2727272727272727,1.2727272727272727
Mikebuda,26,33,7,0.2692307692307692,1.2692307692307692
Mikepércs,371,461,90,0.24258760107816713,1.2425876010781671
Miklósi,6,8,2,0.3333333333333333,1.3333333333333333
Mikófalva,12,15,3,0.25,1.25
Mikóháza,15,19,4,0.26666666666666666,1.2666666666666666
Milota,15,19,4,0.26666666666666666,1.2666666666666666
Mindszent,401,497,96,0.23940149625935161,1.2394014962593516
Mindszentgodisa,22,28,6,0.2727272727272727,1.2727272727272727
Misefa,9,11,2,0.2222222222222222,1.2222222222222223
Miske,41,51,10,0.24390243902439024,1.2439024390243902
Miskolc,11165,13886,2721,0.24370801612180923,1.2437080161218093
Mocsa,91,114,23,0.25274725274725274,1.2527472527472527
Mogyoród,850,1058,208,0.2447058823529412,1.244705882352941
Mogyorósbánya,653,814,161,0.24655436447166923,1.2465543644716692
Moha,56,69,13,0.23214285714285715,1.2321428571428572
Mohács,1325,1650,325,0.24528301886792453,1.2452830188679245
Molnári,10,12,2,0.2,1.2
Monok,32,40,8,0.25,1.25
Monor,1470,1831,361,0.24557823129251702,1.245578231292517
Monorierdõ,291,357,66,0.2268041237113402,1.2268041237113403
Monostorapáti,34,42,8,0.23529411764705882,1.2352941176470589
Monostorpályi,99,122,23,0.23232323232323232,1.2323232323232323
Monoszló,10,12,2,0.2,1.2
Monyoród,8,10,2,0.25,1.25
Mosonmagyaróvár,65,81,16,0.24615384615384617,1.2461538461538462
Mosonszentmiklós,12,15,3,0.25,1.25
Mosonszolnok,21,26,5,0.23809523809523808,1.2380952380952381
Mozsgó,22,28,6,0.2727272727272727,1.2727272727272727
Mucsfa,13,16,3,0.23076923076923078,1.2307692307692308
Mucsi,7,9,2,0.2857142857142857,1.2857142857142858
Muhi,11,13,2,0.18181818181818182,1.1818181818181819
Murakeresztúr,7,9,2,0.2857142857142857,1.2857142857142858
Murony,73,90,17,0.2328767123287671,1.2328767123287672
Mád,108,132,24,0.2222222222222222,1.2222222222222223
Mágocs,111,136,25,0.22522522522522523,1.2252252252252251
Mályi,268,332,64,0.23880597014925373,1.2388059701492538
Mályinka,12,15,3,0.25,1.25
Mándok,147,180,33,0.22448979591836735,1.2244897959183674
Mánfa,18,22,4,0.2222222222222222,1.2222222222222223
Mány,128,158,30,0.234375,1.234375
Máriahalom,25,30,5,0.2,1.2
Máriakálnok,17,21,4,0.23529411764705882,1.2352941176470589
Máriakéménd,6,7,1,0.16666666666666666,1.1666666666666667
Máriapócs,73,91,18,0.2465753424657534,1.2465753424657535
Márkó,89,109,20,0.2247191011235955,1.2247191011235956
Márok,20,25,5,0.25,1.25
Márokpapi,7,9,2,0.2857142857142857,1.2857142857142858
Mártély,60,74,14,0.23333333333333334,1.2333333333333334
Mátraballa,17,21,4,0.23529411764705882,1.2352941176470589
Mátraderecske,36,44,8,0.2222222222222222,1.2222222222222223
Mátramindszent,12,15,3,0.25,1.25
Mátranovák,27,33,6,0.2222222222222222,1.2222222222222223
Mátraszele,17,21,4,0.23529411764705882,1.2352941176470589
Mátraszentimre,31,38,7,0.22580645161290322,1.2258064516129032
Mátraszõlõs,58,72,14,0.2413793103448276,1.2413793103448276
Mátraterenye,25,31,6,0.24,1.24
Mátraverebély,27,33,6,0.2222222222222222,1.2222222222222223
Mátyásdomb,18,22,4,0.2222222222222222,1.2222222222222223
Mátészalka,1251,1555,304,0.24300559552358114,1.243005595523581
Mátételke,10,12,2,0.2,1.2
Máza,29,36,7,0.2413793103448276,1.2413793103448276
Méhkerék,184,229,45,0.24456521739130435,1.2445652173913044
Méhtelek,13,16,3,0.23076923076923078,1.2307692307692308
Mélykút,268,332,64,0.23880597014925373,1.2388059701492538
Méra,37,45,8,0.21621621621621623,1.2162162162162162
Mérk,50,62,12,0.24,1.24
Mór,877,1089,212,0.24173318129988597,1.241733181299886
Mórahalom,2177,2702,525,0.24115755627009647,1.2411575562700965
Móricgát,33,41,8,0.24242424242424243,1.2424242424242424
Mórichida,22,27,5,0.22727272727272727,1.2272727272727273
Mórágy,12,14,2,0.16666666666666666,1.1666666666666667
Mõcsény,12,14,2,0.16666666666666666,1.1666666666666667
Múcsony,95,118,23,0.24210526315789474,1.2421052631578948
Nadap,92,113,21,0.22826086956521738,1.2282608695652173
Nagyacsád,22,27,5,0.22727272727272727,1.2272727272727273
Nagyalásony,11,13,2,0.18181818181818182,1.1818181818181819
Nagyar,19,23,4,0.21052631578947367,1.2105263157894737
Nagyatád,669,832,163,0.2436472346786248,1.2436472346786247
Nagybajcs,10,12,2,0.2,1.2
Nagybajom,128,158,30,0.234375,1.234375
Nagybakónak,5,6,1,0.2,1.2
Nagybaracska,70,86,16,0.22857142857142856,1.2285714285714286
Nagybarca,5,6,1,0.2,1.2
Nagyberki,61,76,15,0.2459016393442623,1.2459016393442623
Nagyberény,75,93,18,0.24,1.24
Nagybudmér,5,6,1,0.2,1.2
Nagybánhegyes,86,106,20,0.23255813953488372,1.2325581395348837
Nagybörzsöny,12,15,3,0.25,1.25
Nagycenk,15,19,4,0.26666666666666666,1.2666666666666666
Nagycsepely,5,6,1,0.2,1.2
Nagycserkesz,94,116,22,0.23404255319148937,1.2340425531914894
Nagydobos,50,61,11,0.22,1.22
Nagydobsza,21,26,5,0.23809523809523808,1.2380952380952381
Nagydorog,170,209,39,0.22941176470588234,1.2294117647058824
Nagydém,6,7,1,0.16666666666666666,1.1666666666666667
Nagyecsed,224,278,54,0.24107142857142858,1.2410714285714286
Nagyesztergár,26,32,6,0.23076923076923078,1.2307692307692308
Nagyfüged,49,61,12,0.24489795918367346,1.2448979591836735
Nagygyimót,18,22,4,0.2222222222222222,1.2222222222222223
Nagyhajmás,7,9,2,0.2857142857142857,1.2857142857142858
Nagyhalász,229,284,55,0.24017467248908297,1.240174672489083
Nagyharsány,52,64,12,0.23076923076923078,1.2307692307692308
Nagyhegyes,233,287,54,0.2317596566523605,1.2317596566523605
Nagyhódos,8,10,2,0.25,1.25
Nagyigmánd,189,233,44,0.2328042328042328,1.2328042328042328
Nagyiván,189,235,46,0.24338624338624337,1.2433862433862435
Nagykamarás,106,132,26,0.24528301886792453,1.2452830188679245
Nagykanizsa,276,343,67,0.2427536231884058,1.2427536231884058
Nagykarácsony,43,54,11,0.2558139534883721,1.255813953488372
Nagykereki,19,23,4,0.21052631578947367,1.2105263157894737
Nagykorpád,17,21,4,0.23529411764705882,1.2352941176470589
Nagykovácsi,1026,1274,248,0.24171539961013644,1.2417153996101364
Nagykozár,195,240,45,0.23076923076923078,1.2307692307692308
Nagykálló,649,805,156,0.24036979969183359,1.2403697996918337
Nagykáta,823,1022,199,0.24179829890643986,1.2417982989064398
Nagykónyi,30,36,6,0.2,1.2
Nagykõrös,1836,2283,447,0.2434640522875817,1.2434640522875817
Nagykökényes,47,58,11,0.23404255319148937,1.2340425531914894
Nagykörû,44,54,10,0.22727272727272727,1.2272727272727273
Nagylengyel,6,7,1,0.16666666666666666,1.1666666666666667
Nagylóc,28,34,6,0.21428571428571427,1.2142857142857142
Nagylók,22,27,5,0.22727272727272727,1.2272727272727273
Nagylózs,26,32,6,0.23076923076923078,1.2307692307692308
Nagymaros,471,584,113,0.23991507430997877,1.2399150743099787
Nagymágocs,121,149,28,0.23140495867768596,1.2314049586776858
Nagymányok,103,127,24,0.23300970873786409,1.233009708737864
Nagynyárád,372,463,91,0.2446236559139785,1.2446236559139785
Nagyoroszi,90,111,21,0.23333333333333334,1.2333333333333334
Nagypeterd,47,58,11,0.23404255319148937,1.2340425531914894
Nagypirit,7,9,2,0.2857142857142857,1.2857142857142858
Nagyrozvágy,9,11,2,0.2222222222222222,1.2222222222222223
Nagyrábé,74,91,17,0.22972972972972974,1.2297297297297298
Nagyrécse,17,21,4,0.23529411764705882,1.2352941176470589
Nagyréde,208,257,49,0.23557692307692307,1.2355769230769231
Nagyrév,10,12,2,0.2,1.2
Nagyszakácsi,9,11,2,0.2222222222222222,1.2222222222222223
Nagyszokoly,36,45,9,0.25,1.25
Nagyszénás,259,322,63,0.24324324324324326,1.2432432432432432
Nagysáp,84,104,20,0.23809523809523808,1.2380952380952381
Nagytarcsa,772,956,184,0.23834196891191708,1.238341968911917
Nagytevel,14,17,3,0.21428571428571427,1.2142857142857142
Nagytálya,27,33,6,0.2222222222222222,1.2222222222222223
Nagytõke,14,17,3,0.21428571428571427,1.2142857142857142
Nagyvarsány,129,159,30,0.23255813953488372,1.2325581395348837
Nagyveleg,7,9,2,0.2857142857142857,1.2857142857142858
Nagyvenyim,305,378,73,0.23934426229508196,1.2393442622950819
Nagyvisnyó,33,41,8,0.24242424242424243,1.2424242424242424
Nagyváty,18,22,4,0.2222222222222222,1.2222222222222223
Nagyvázsony,134,164,30,0.22388059701492538,1.2238805970149254
Nagyér,22,27,5,0.22727272727272727,1.2272727272727273
Nagyút,13,16,3,0.23076923076923078,1.2307692307692308
Nak,8,10,2,0.25,1.25
Napkor,856,1062,206,0.24065420560747663,1.2406542056074767
Narda,15,19,4,0.26666666666666666,1.2666666666666666
Naszály,124,153,29,0.23387096774193547,1.2338709677419355
Nekézseny,22,27,5,0.22727272727272727,1.2272727272727273
Nemesbikk,19,23,4,0.21052631578947367,1.2105263157894737
Nemesbõd,8,10,2,0.25,1.25
Nemesbük,6,7,1,0.16666666666666666,1.1666666666666667
Nemesdéd,11,14,3,0.2727272727272727,1.2727272727272727
Nemesgulács,203,253,50,0.24630541871921183,1.2463054187192117
Nemesgörzsöny,154,192,38,0.24675324675324675,1.2467532467532467
Nemeshany,7,9,2,0.2857142857142857,1.2857142857142858
Nemeskolta,6,7,1,0.16666666666666666,1.1666666666666667
Nemeskér,5,6,1,0.2,1.2
Nemesnádudvar,95,118,23,0.24210526315789474,1.2421052631578948
Nemesnép,7,9,2,0.2857142857142857,1.2857142857142858
Nemespátró,15,19,4,0.26666666666666666,1.2666666666666666
Nemesrádó,12,15,3,0.25,1.25
Nemesszalók,28,35,7,0.25,1.25
Nemesvid,13,16,3,0.23076923076923078,1.2307692307692308
Nemesvita,20,24,4,0.2,1.2
Nemesvámos,403,500,97,0.24069478908188585,1.2406947890818858
Nemti,5,6,1,0.2,1.2
Neszmély,57,69,12,0.21052631578947367,1.2105263157894737
Nikla,11,13,2,0.18181818181818182,1.1818181818181819
Noszlop,23,28,5,0.21739130434782608,1.2173913043478262
Noszvaj,111,137,26,0.23423423423423423,1.2342342342342343
Nova,14,17,3,0.21428571428571427,1.2142857142857142
Novaj,68,83,15,0.22058823529411764,1.2205882352941178
Nyergesújfalu,501,623,122,0.2435129740518962,1.2435129740518962
Nyim,5,6,1,0.2,1.2
Nyirád,65,80,15,0.23076923076923078,1.2307692307692308
Nyáregyháza,173,215,42,0.24277456647398843,1.2427745664739884
Nyárlõrinc,149,186,37,0.2483221476510067,1.2483221476510067
Nyársapát,76,94,18,0.23684210526315788,1.236842105263158
Nyárád,33,41,8,0.24242424242424243,1.2424242424242424
Nyékládháza,293,361,68,0.23208191126279865,1.2320819112627985
Nyíracsád,172,212,40,0.23255813953488372,1.2325581395348837
Nyíradony,434,537,103,0.23732718894009217,1.237327188940092
Nyírbogdány,161,199,38,0.2360248447204969,1.236024844720497
Nyírbogát,116,145,29,0.25,1.25
Nyírbátor,772,961,189,0.24481865284974094,1.244818652849741
Nyírbéltek,106,131,25,0.2358490566037736,1.2358490566037736
Nyírcsaholy,73,90,17,0.2328767123287671,1.2328767123287672
Nyírcsászári,97,119,22,0.2268041237113402,1.2268041237113403
Nyírderzs,17,21,4,0.23529411764705882,1.2352941176470589
Nyíregyháza,12473,15500,3027,0.24268419786739356,1.2426841978673935
Nyírgelse,37,45,8,0.21621621621621623,1.2162162162162162
Nyírgyulaj,50,61,11,0.22,1.22
Nyíribrony,33,40,7,0.21212121212121213,1.2121212121212122
Nyírjákó,20,25,5,0.25,1.25
Nyírkarász,83,103,20,0.24096385542168675,1.2409638554216869
Nyírkáta,43,53,10,0.23255813953488372,1.2325581395348837
Nyírkércs,26,32,6,0.23076923076923078,1.2307692307692308
Nyírlugos,107,133,26,0.24299065420560748,1.2429906542056075
Nyírlövõ,13,16,3,0.23076923076923078,1.2307692307692308
Nyírmada,174,215,41,0.23563218390804597,1.235632183908046
Nyírmeggyes,258,319,61,0.2364341085271318,1.2364341085271318
Nyírmihálydi,51,63,12,0.23529411764705882,1.2352941176470589
Nyírmártonfalva,83,104,21,0.25301204819277107,1.2530120481927711
