settlement,teaor,bin,input_count,generated_count,diff,ratio,input_share_within_settlement_teaor,generated_share_within_settlement_teaor,share_diff
Budapest 11. kerület,92,1-4,7,9,2,1.2857142857142858,1.0,1.0,0.0
Budapest 11. kerület,93,1-4,196,244,48,1.2448979591836735,0.9074074074074074,0.9070631970260223,-0.0003442103813851016
Budapest 11. kerület,93,5-9,14,17,3,1.2142857142857142,0.06481481481481481,0.06319702602230483,-0.0016177887925099832
Budapest 11. kerület,93,10-19,6,8,2,1.3333333333333333,0.027777777777777776,0.02973977695167286,0.001961999173895085
Budapest 11. kerület,94,1-4,100,124,24,1.24,0.7518796992481203,0.7515151515151515,-0.0003645477329687896
Budapest 11. kerület,94,5-9,19,24,5,1.263157894736842,0.14285714285714285,0.14545454545454545,0.0025974025974025983
Budapest 11. kerület,94,10-19,14,17,3,1.2142857142857142,0.10526315789473684,0.10303030303030303,-0.0022328548644338087
Budapest 11. kerület,95,1-4,109,136,27,1.2477064220183487,1.0,1.0,0.0
Budapest 11. kerület,96,1-4,921,1145,224,1.243213897937025,0.9808306709265175,0.9811482433590403,0.00031757243252272804
Budapest 11. kerület,96,5-9,10,12,2,1.2,0.010649627263045794,0.010282776349614395,-0.0003668509134313984
Budapest 11. kerület,96,10-19,8,10,2,1.25,0.008519701810436636,0.00856898029134533,4.927848090869463e-05
Budapest 13. kerület,1,1-4,58,72,14,1.2413793103448276,0.90625,0.9,-0.006249999999999978
Budapest 13. kerület,1,5-9,6,8,2,1.3333333333333333,0.09375,0.1,0.0062500000000000056
Budapest 13. kerület,10,1-4,32,40,8,1.25,0.6274509803921569,0.625,-0.002450980392156854
Budapest 13. kerület,10,5-9,7,9,2,1.2857142857142858,0.13725490196078433,0.140625,0.0033700980392156743
Budapest 13. kerület,10,20-49,5,6,1,1.2,0.09803921568627451,0.09375,-0.0042892156862745084
Budapest 13. kerület,10,50-249,7,9,2,1.2857142857142858,0.13725490196078433,0.140625,0.0033700980392156743
Budapest 13. kerület,11,1-4,5,6,1,1.2,1.0,1.0,0.0
Budapest 13. kerület,13,1-4,19,24,5,1.263157894736842,1.0,1.0,0.0
Budapest 13. kerület,14,1-4,44,55,11,1.25,1.0,1.0,0.0
Budapest 13. kerület,15,1-4,7,9,2,1.2857142857142858,1.0,1.0,0.0
Budapest 13. kerület,16,1-4,16,20,4,1.25,1.0,1.0,0.0
Budapest 13. kerület,18,1-4,84,104,20,1.2380952380952381,0.9438202247191011,0.9454545454545454,0.001634320735444339
Budapest 13. kerület,18,5-9,5,6,1,1.2,0.056179775280898875,0.05454545454545454,-0.001634320735444332
Budapest 13. kerület,2,1-4,13,16,3,1.2307692307692308,1.0,1.0,0.0
Budapest 13. kerület,20,1-4,7,9,2,1.2857142857142858,1.0,1.0,0.0
Budapest 13. kerület,22,1-4,10,12,2,1.2,1.0,1.0,0.0
Budapest 13. kerület,23,1-4,11,14,3,1.2727272727272727,1.0,1.0,0.0
Budapest 13. kerület,25,1-4,47,58,11,1.2340425531914894,0.7121212121212122,0.7160493827160493,0.003928170594837188
Budapest 13. kerület,25,5-9,9,11,2,1.2222222222222223,0.13636363636363635,0.13580246913580246,-0.000561167227833892
Budapest 13. kerület,25,10-19,10,12,2,1.2,0.15151515151515152,0.14814814814814814,-0.0033670033670033794
Budapest 13. kerület,26,1-4,20,25,5,1.25,1.0,1.0,0.0
Budapest 13. kerület,27,1-4,8,10,2,1.25,1.0,1.0,0.0
Budapest 13. kerület,28,1-4,8,10,2,1.25,1.0,1.0,0.0
Budapest 13. kerület,31,1-4,26,32,6,1.2307692307692308,0.8387096774193549,0.8421052631578947,0.003395585738539819
Budapest 13. kerület,31,5-9,5,6,1,1.2,0.16129032258064516,0.15789473684210525,-0.0033955857385399024
Budapest 13. kerület,32,1-4,80,99,19,1.2375,1.0,1.0,0.0
Budapest 13. kerület,33,1-4,61,76,15,1.2459016393442623,0.782051282051282,0.7755102040816326,-0.0065410779696494226
Budapest 13. kerület,33,5-9,6,8,2,1.3333333333333333,0.07692307692307693,0.08163265306122448,0.004709576138147556
Budapest 13. kerület,33,10-19,5,6,1,1.2,0.0641025641025641,0.061224489795918366,-0.002878074306645731
Budapest 13. kerület,33,20-49,6,8,2,1.3333333333333333,0.07692307692307693,0.08163265306122448,0.004709576138147556
Budapest 13. kerület,35,1-4,13,16,3,1.2307692307692308,0.6190476190476191,0.6153846153846154,-0.00366300366300365
Budapest 13. kerület,35,5-9,8,10,2,1.25,0.38095238095238093,0.38461538461538464,0.0036630036630037055
Budapest 13. kerület,38,1-4,6,8,2,1.3333333333333333,1.0,1.0,0.0
Budapest 13. kerület,41,1-4,261,325,64,1.2452107279693487,0.7209944751381215,0.720620842572062,-0.0003736325660594897
Budapest 13. kerület,41,5-9,54,67,13,1.2407407407407407,0.14917127071823205,0.14855875831485588,-0.0006125124033761753
Budapest 13. kerület,41,10-19,31,39,8,1.2580645161290323,0.0856353591160221,0.08647450110864745,0.0008391419926253446
Budapest 13. kerület,41,20-49,16,20,4,1.25,0.04419889502762431,0.04434589800443459,0.00014700297681028568
Budapest 13. kerület,42,1-4,50,62,12,1.24,0.7692307692307693,0.7654320987654321,-0.003798670465337217
Budapest 13. kerület,42,5-9,7,9,2,1.2857142857142858,0.1076923076923077,0.1111111111111111,0.0034188034188034067
Budapest 13. kerület,42,10-19,8,10,2,1.25,0.12307692307692308,0.12345679012345678,0.0003798670465336995
Budapest 13. kerület,43,1-4,609,757,148,1.2430213464696223,0.871244635193133,0.8711162255466053,-0.00012840964652771625
Budapest 13. kerület,43,5-9,46,57,11,1.2391304347826086,0.06580829756795423,0.06559263521288838,-0.0002156623550658432
Budapest 13. kerület,43,10-19,23,29,6,1.2608695652173914,0.032904148783977114,0.0333716915995397,0.0004675428155625841
Budapest 13. kerület,43,20-49,13,16,3,1.2307692307692308,0.01859799713876967,0.018411967779056387,-0.00018602935971328421
Budapest 13. kerület,43,50-249,8,10,2,1.25,0.011444921316165951,0.011507479861910242,6.255854574429079e-05
Budapest 13. kerület,45,1-4,182,226,44,1.2417582417582418,0.7368421052631579,0.7361563517915309,-0.0006857534716269154
Budapest 13. kerület,45,5-9,32,40,8,1.25,0.12955465587044535,0.13029315960912052,0.000738503738675178
Budapest 13. kerület,45,10-19,18,22,4,1.2222222222222223,0.0728744939271255,0.07166123778501629,-0.0012132561421092092
Budapest 13. kerület,45,20-49,6,8,2,1.3333333333333333,0.024291497975708502,0.026058631921824105,0.0017671339461156031
Budapest 13. kerület,45,50-249,9,11,2,1.2222222222222223,0.03643724696356275,0.035830618892508145,-0.0006066280710546046
Budapest 13. kerület,46,1-4,499,620,121,1.2424849699398797,0.6397435897435897,0.6391752577319587,-0.0005683320116309787
Budapest 13. kerület,46,5-9,126,157,31,1.246031746031746,0.16153846153846155,0.1618556701030928,0.0003172085646312439
Budapest 13. kerület,46,10-19,69,86,17,1.2463768115942029,0.08846153846153847,0.088659793814433,0.00019825535289452745
Budapest 13. kerület,46,20-49,52,65,13,1.25,0.06666666666666667,0.06701030927835051,0.0003436426116838476
Budapest 13. kerület,46,50-249,29,36,7,1.2413793103448276,0.03717948717948718,0.03711340206185567,-6.608511763150915e-05
Budapest 13. kerület,46,250-1000,5,6,1,1.2,0.00641025641025641,0.006185567010309278,-0.00022468939994713197
Budapest 13. kerület,47,1-4,1001,1245,244,1.2437562437562437,0.786331500392773,0.7859848484848485,-0.00034665190792448897
Budapest 13. kerület,47,5-9,140,174,34,1.2428571428571429,0.10997643362136685,0.10984848484848485,-0.00012794877288199724
Budapest 13. kerület,47,10-19,81,101,20,1.2469135802469136,0.0636292223095051,0.06376262626262626,0.0001334039531211556
Budapest 13. kerület,47,20-49,32,40,8,1.25,0.02513747054202671,0.025252525252525252,0.0001150547104985418
Budapest 13. kerület,47,50-249,13,16,3,1.2307692307692308,0.01021209740769835,0.010101010101010102,-0.00011108730668824875
Budapest 13. kerület,47,250-1000,6,8,2,1.3333333333333333,0.004713275726630008,0.005050505050505051,0.00033722932387504276
Budapest 13. kerület,49,1-4,306,380,74,1.2418300653594772,0.9107142857142857,0.9112709832134293,0.0005566974991435547
Budapest 13. kerület,49,5-9,12,15,3,1.25,0.03571428571428571,0.03597122302158273,0.0002569373072970199
Budapest 13. kerület,49,10-19,9,11,2,1.2222222222222223,0.026785714285714284,0.026378896882494004,-0.00040681740322028037
Budapest 13. kerület,49,20-49,9,11,2,1.2222222222222223,0.026785714285714284,0.026378896882494004,-0.00040681740322028037
Budapest 13. kerület,50,1-4,5,6,1,1.2,0.5,0.5,0.0
Budapest 13. kerület,50,5-9,5,6,1,1.2,0.5,0.5,0.0
Budapest 13. kerület,52,1-4,69,86,17,1.2463768115942029,0.7040816326530612,0.7049180327868853,0.0008364001338240223
Budapest 13. kerület,52,5-9,9,11,2,1.2222222222222223,0.09183673469387756,0.09016393442622951,-0.0016728002676480447
Budapest 13. kerület,52,10-19,13,16,3,1.2307692307692308,0.1326530612244898,0.13114754098360656,-0.0015055202408832402
Budapest 13. kerület,52,50-249,7,9,2,1.2857142857142858,0.07142857142857142,0.07377049180327869,0.0023419203747072626
Budapest 13. kerület,53,1-4,403,501,98,1.2431761786600497,0.9877450980392157,0.9881656804733728,0.00042058243415710184
Budapest 13. kerület,53,5-9,5,6,1,1.2,0.012254901960784314,0.011834319526627219,-0.0004205824341570949
Budapest 13. kerület,55,1-4,64,80,16,1.25,0.8533333333333334,0.851063829787234,-0.0022695035460993385
Budapest 13. kerület,55,5-9,6,8,2,1.3333333333333333,0.08,0.0851063829787234,0.0051063829787234005
Budapest 13. kerület,55,10-19,5,6,1,1.2,0.06666666666666667,0.06382978723404255,-0.0028368794326241176
Budapest 13. kerület,56,1-4,257,320,63,1.245136186770428,0.6425,0.6438631790744467,0.0013631790744467187
Budapest 13. kerület,56,5-9,70,87,17,1.2428571428571429,0.175,0.1750503018108652,5.0301810865210905e-05
Budapest 13. kerület,56,10-19,55,68,13,1.2363636363636363,0.1375,0.13682092555331993,-0.0006790744466800835
Budapest 13. kerület,56,20-49,13,16,3,1.2307692307692308,0.0325,0.03219315895372234,-0.0003068410462776644
Budapest 13. kerület,56,50-249,5,6,1,1.2,0.0125,0.012072434607645875,-0.00042756539235412616
Budapest 13. kerület,58,1-4,82,102,20,1.2439024390243902,0.780952380952381,0.7786259541984732,-0.0023264267539077066
Budapest 13. kerület,58,5-9,9,11,2,1.2222222222222223,0.08571428571428572,0.08396946564885496,-0.0017448200654307522
Budapest 13. kerület,58,10-19,6,8,2,1.3333333333333333,0.05714285714285714,0.061068702290076333,0.003925845147219192
Budapest 13. kerület,58,20-49,8,10,2,1.25,0.0761904761904762,0.07633587786259542,0.00014540167211922472
Budapest 13. kerület,59,1-4,352,438,86,1.2443181818181819,0.9723756906077348,0.9733333333333334,0.0009576427255986175
Budapest 13. kerület,59,5-9,10,12,2,1.2,0.027624309392265192,0.02666666666666667,-0.0009576427255985238
Budapest 13. kerület,60,1-4,21,26,5,1.2380952380952381,1.0,1.0,0.0
Budapest 13. kerület,61,1-4,20,25,5,1.25,1.0,1.0,0.0
Budapest 13. kerület,62,1-4,947,1177,230,1.2428722280887012,0.85623869801085,0.8566229985443959,0.00038430053354598925
Budapest 13. kerület,62,5-9,54,67,13,1.2407407407407407,0.048824593128390596,0.0487627365356623,-6.185659272829602e-05
Budapest 13. kerület,62,10-19,46,57,11,1.2391304347826086,0.04159132007233273,0.04148471615720524,-0.0001066039151274914
Budapest 13. kerület,62,20-49,42,52,10,1.2380952380952381,0.0379746835443038,0.03784570596797671,-0.00012897757632708562
Budapest 13. kerület,62,50-249,17,21,4,1.2352941176470589,0.015370705244122965,0.015283842794759825,-8.68624493631405e-05
Budapest 13. kerület,63,1-4,203,252,49,1.2413793103448276,0.8942731277533039,0.896797153024911,0.002524025271607111
Budapest 13. kerület,63,5-9,5,6,1,1.2,0.022026431718061675,0.021352313167259787,-0.0006741185508018881
Budapest 13. kerület,63,10-19,10,12,2,1.2,0.04405286343612335,0.042704626334519574,-0.0013482371016037761
Budapest 13. kerület,63,20-49,9,11,2,1.2222222222222223,0.039647577092511016,0.03914590747330961,-0.0005016696192014086
Budapest 13. kerület,64,1-4,26,32,6,1.2307692307692308,0.4406779661016949,0.4266666666666667,-0.014011299435028213
Budapest 13. kerület,64,5-9,6,8,2,1.3333333333333333,0.1016949152542373,0.10666666666666667,0.004971751412429379
Budapest 13. kerület,64,10-19,9,11,2,1.2222222222222223,0.15254237288135594,0.14666666666666667,-0.005875706214689275
Budapest 13. kerület,64,20-49,6,8,2,1.3333333333333333,0.1016949152542373,0.10666666666666667,0.004971751412429379
Budapest 13. kerület,64,50-249,6,8,2,1.3333333333333333,0.1016949152542373,0.10666666666666667,0.004971751412429379
Budapest 13. kerület,64,250-1000,6,8,2,1.3333333333333333,0.1016949152542373,0.10666666666666667,0.004971751412429379
Budapest 13. kerület,65,1-4,5,6,1,1.2,0.3125,0.3,-0.012500000000000011
Budapest 13. kerület,65,20-49,6,8,2,1.3333333333333333,0.375,0.4,0.025000000000000022
Budapest 13. kerület,65,50-249,5,6,1,1.2,0.3125,0.3,-0.012500000000000011
Budapest 13. kerület,66,1-4,362,450,88,1.2430939226519337,0.9141414141414141,0.9127789046653144,-0.001362509476099727
Budapest 13. kerület,66,5-9,6,8,2,1.3333333333333333,0.015151515151515152,0.016227180527383367,0.001075665375868215
Budapest 13. kerület,66,10-19,15,19,4,1.2666666666666666,0.03787878787878788,0.038539553752535496,0.0006607658737476166
Budapest 13. kerület,66,20-49,5,6,1,1.2,0.012626262626262626,0.012170385395537525,-0.00045587723072510085
Budapest 13. kerület,66,50-249,8,10,2,1.25,0.020202020202020204,0.02028397565922921,8.19554572090049e-05
Budapest 13. kerület,68,1-4,1028,1278,250,1.2431906614785992,0.9129662522202486,0.9128571428571428,-0.00010910936310581931
Budapest 13. kerület,68,5-9,68,85,17,1.25,0.06039076376554174,0.060714285714285714,0.0003235219487439725
Budapest 13. kerület,68,10-19,18,22,4,1.2222222222222223,0.015985790408525755,0.015714285714285715,-0.00027150469424003926
Budapest 13. kerület,68,20-49,12,15,3,1.25,0.010657193605683837,0.010714285714285714,5.70921086018774e-05
Budapest 13. kerület,69,1-4,1258,1564,306,1.2432432432432432,0.899856938483548,0.8993674525589419,-0.0004894859246060701
Budapest 13. kerület,69,5-9,74,92,18,1.2432432432432432,0.05293276108726753,0.05290396779758482,-2.8793289682707557e-05
Budapest 13. kerület,69,10-19,24,30,6,1.25,0.017167381974248927,0.017251293847038527,8.391187278960002e-05
Budapest 13. kerület,69,20-49,15,19,4,1.2666666666666666,0.01072961373390558,0.010925819436457734,0.00019620570255215498
Budapest 13. kerület,69,50-249,15,19,4,1.2666666666666666,0.01072961373390558,0.010925819436457734,0.00019620570255215498
Budapest 13. kerület,69,250-1000,12,15,3,1.25,0.008583690987124463,0.008625646923519264,4.195593639480001e-05
Budapest 13. kerület,70,1-4,1327,1650,323,1.2434061793519215,0.9305750350631136,0.9311512415349887,0.0005762064718751736
Budapest 13. kerület,70,5-9,46,57,11,1.2391304347826086,0.03225806451612903,0.03216704288939052,-9.102162673851194e-05
Budapest 13. kerület,70,10-19,26,32,6,1.2307692307692308,0.0182328190743338,0.01805869074492099,-0.00017412832941280862
Budapest 13. kerület,70,20-49,10,12,2,1.2,0.0070126227208976155,0.006772009029345372,-0.00024061369155224319
Budapest 13. kerület,70,50-249,10,12,2,1.2,0.0070126227208976155,0.006772009029345372,-0.00024061369155224319
Budapest 13. kerület,70,250-1000,7,9,2,1.2857142857142858,0.004908835904628331,0.005079006772009029,0.00017017086738069839
Budapest 13. kerület,71,1-4,460,572,112,1.2434782608695651,0.8679245283018868,0.8666666666666667,-0.0012578616352201255
Budapest 13. kerület,71,5-9,31,39,8,1.2580645161290323,0.05849056603773585,0.05909090909090909,0.0006003430531732398
Budapest 13. kerület,71,10-19,19,24,5,1.263157894736842,0.035849056603773584,0.03636363636363636,0.000514579759862778
Budapest 13. kerület,71,20-49,11,14,3,1.2727272727272727,0.020754716981132074,0.021212121212121213,0.00045740423098913907
Budapest 13. kerület,71,50-249,9,11,2,1.2222222222222223,0.016981132075471698,0.016666666666666666,-0.0003144654088050314
Budapest 13. kerület,72,1-4,73,91,18,1.2465753424657535,0.8390804597701149,0.8425925925925926,0.0035121328224776427
Budapest 13. kerület,72,5-9,9,11,2,1.2222222222222223,0.10344827586206896,0.10185185185185185,-0.0015964240102171179
Budapest 13. kerület,72,10-19,5,6,1,1.2,0.05747126436781609,0.05555555555555555,-0.0019157088122605387
Budapest 13. kerület,73,1-4,284,353,69,1.2429577464788732,0.9073482428115016,0.9074550128534704,0.00010677004196879558
Budapest 13. kerület,73,5-9,15,19,4,1.2666666666666666,0.04792332268370607,0.04884318766066838,0.0009198649769623091
Budapest 13. kerület,73,10-19,9,11,2,1.2222222222222223,0.02875399361022364,0.028277634961439587,-0.0004763586487840539
Budapest 13. kerület,73,20-49,5,6,1,1.2,0.01597444089456869,0.015424164524421594,-0.0005502763701470959
Budapest 13. kerület,74,1-4,678,843,165,1.2433628318584071,0.9826086956521739,0.9825174825174825,-9.121313469140357e-05
Budapest 13. kerület,74,5-9,7,9,2,1.2857142857142858,0.010144927536231883,0.01048951048951049,0.0003445829532786066
Budapest 13. kerület,74,20-49,5,6,1,1.2,0.007246376811594203,0.006993006993006993,-0.00025336981858721
Budapest 13. kerület,75,1-4,13,16,3,1.2307692307692308,1.0,1.0,0.0
Budapest 13. kerület,77,1-4,73,91,18,1.2465753424657535,0.8488372093023255,0.8504672897196262,0.0016300804173006167
Budapest 13. kerület,77,5-9,8,10,2,1.25,0.09302325581395349,0.09345794392523364,0.0004346881112801543
Budapest 13. kerület,77,20-49,5,6,1,1.2,0.05813953488372093,0.056074766355140186,-0.0020647685285807432
Budapest 13. kerület,78,1-4,29,36,7,1.2413793103448276,0.5918367346938775,0.5901639344262295,-0.0016728002676480447
Budapest 13. kerület,78,5-9,6,8,2,1.3333333333333333,0.12244897959183673,0.13114754098360656,0.008698561391769832
Budapest 13. kerület,78,50-249,9,11,2,1.2222222222222223,0.1836734693877551,0.18032786885245902,-0.0033456005352960894
Budapest 13. kerület,78,250-1000,5,6,1,1.2,0.10204081632653061,0.09836065573770492,-0.0036801605888256983
Budapest 13. kerület,79,1-4,95,118,23,1.2421052631578948,1.0,1.0,0.0
Budapest 13. kerület,80,1-4,52,65,13,1.25,0.6666666666666666,0.6701030927835051,0.0034364261168384758
Budapest 13. kerület,80,5-9,5,6,1,1.2,0.0641025641025641,0.061855670103092786,-0.002246893999471311
Budapest 13. kerület,80,10-19,10,12,2,1.2,0.1282051282051282,0.12371134020618557,-0.004493787998942622
Budapest 13. kerület,80,20-49,5,6,1,1.2,0.0641025641025641,0.061855670103092786,-0.002246893999471311
Budapest 13. kerület,80,50-249,6,8,2,1.3333333333333333,0.07692307692307693,0.08247422680412371,0.005551149881046782
Budapest 13. kerület,81,1-4,380,472,92,1.2421052631578948,0.8656036446469249,0.8660550458715597,0.0004514012246348287
Budapest 13. kerület,81,5-9,14,17,3,1.2142857142857142,0.03189066059225513,0.031192660550458717,-0.0006980000417964108
Budapest 13. kerület,81,10-19,16,20,4,1.25,0.03644646924829157,0.03669724770642202,0.00025077845813045035
Budapest 13. kerület,81,20-49,12,15,3,1.25,0.02733485193621868,0.027522935779816515,0.00018808384359783603
Budapest 13. kerület,81,50-249,17,21,4,1.2352941176470589,0.0387243735763098,0.03853211009174312,-0.00019226348456667652
Budapest 13. kerület,82,1-4,494,614,120,1.242914979757085,0.8697183098591549,0.8684582743988685,-0.0012600354602864128
Budapest 13. kerület,82,5-9,24,30,6,1.25,0.04225352112676056,0.042432814710042434,0.00017929358328187123
Budapest 13. kerület,82,10-19,21,26,5,1.2380952380952381,0.03697183098591549,0.036775106082036775,-0.00019672490387871722
Budapest 13. kerület,82,20-49,17,21,4,1.2352941176470589,0.02992957746478873,0.0297029702970297,-0.0002266071677590291
Budapest 13. kerület,82,50-249,6,8,2,1.3333333333333333,0.01056338028169014,0.011315417256011316,0.0007520369743211752
Budapest 13. kerület,82,250-1000,6,8,2,1.3333333333333333,0.01056338028169014,0.011315417256011316,0.0007520369743211752
Budapest 13. kerület,84,250-1000,11,14,3,1.2727272727272727,1.0,1.0,0.0
Budapest 13. kerület,85,1-4,759,944,185,1.243741765480896,0.9547169811320755,0.9544994944388271,-0.0002174866932483921
Budapest 13. kerület,85,5-9,20,25,5,1.25,0.025157232704402517,0.025278058645096056,0.00012082594069353844
Budapest 13. kerület,85,10-19,11,14,3,1.2727272727272727,0.013836477987421384,0.014155712841253791,0.0003192348538324074
Budapest 13. kerület,85,50-249,5,6,1,1.2,0.006289308176100629,0.006066734074823054,-0.00022257410127757542
Budapest 13. kerület,86,1-4,784,975,191,1.2436224489795917,0.9311163895486936,0.9312320916905444,0.0001157021418508597
Budapest 13. kerület,86,5-9,27,34,7,1.2592592592592593,0.032066508313539195,0.03247373447946514,0.00040722616592594324
Budapest 13. kerület,86,10-19,14,17,3,1.2142857142857142,0.0166270783847981,0.01623686723973257,-0.00039021114506553045
Budapest 13. kerület,86,20-49,12,15,3,1.25,0.014251781472684086,0.014326647564469915,7.486609178582876e-05
Budapest 13. kerület,86,50-249,5,6,1,1.2,0.0059382422802850355,0.0057306590257879654,-0.00020758325449707002
Budapest 13. kerület,88,1-4,44,55,11,1.25,1.0,1.0,0.0
Budapest 13. kerület,90,1-4,570,709,139,1.243859649122807,0.9895833333333334,0.9888423988842399,-0.000740934449093511
Budapest 13. kerület,90,5-9,6,8,2,1.3333333333333333,0.010416666666666666,0.011157601115760111,0.0007409344490934451
Budapest 13. kerület,92,1-4,8,10,2,1.25,1.0,1.0,0.0
Budapest 13. kerület,93,1-4,163,203,40,1.2453987730061349,0.9261363636363636,0.9269406392694064,0.0008042756330427503
Budapest 13. kerület,93,5-9,13,16,3,1.2307692307692308,0.07386363636363637,0.0730593607305936,-0.0008042756330427642
Budapest 13. kerület,94,1-4,75,93,18,1.24,0.8522727272727273,0.8532110091743119,0.0009382819015846255
Budapest 13. kerület,94,5-9,5,6,1,1.2,0.056818181818181816,0.05504587155963303,-0.0017723102585487857
Budapest 13. kerület,94,10-19,8,10,2,1.25,0.09090909090909091,0.09174311926605505,0.0008340283569641394
Budapest 13. kerület,95,1-4,106,132,26,1.2452830188679245,1.0,1.0,0.0
Budapest 13. kerület,96,1-4,1024,1273,249,1.2431640625,0.9780324737344794,0.977726574500768,-0.00030589923371138195
Budapest 13. kerület,96,5-9,16,20,4,1.25,0.015281757402101241,0.015360983102918587,7.92257008173456e-05
Budapest 13. kerület,96,10-19,7,9,2,1.2857142857142858,0.0066857688634192934,0.0069124423963133645,0.00022667353289407104
Budapest 14. kerület,1,1-4,48,60,12,1.25,0.8135593220338984,0.8108108108108109,-0.002748511223087502
Budapest 14. kerület,1,5-9,5,6,1,1.2,0.0847457627118644,0.08108108108108109,-0.0036646816307833174
Budapest 14. kerület,1,10-19,6,8,2,1.3333333333333333,0.1016949152542373,0.10810810810810811,0.006413192853870819
Budapest 14. kerület,10,1-4,23,29,6,1.2608695652173914,1.0,1.0,0.0
Budapest 14. kerület,11,1-4,7,9,2,1.2857142857142858,1.0,1.0,0.0
Budapest 14. kerület,13,1-4,22,27,5,1.2272727272727273,1.0,1.0,0.0
Budapest 14. kerület,14,1-4,34,42,8,1.2352941176470589,1.0,1.0,0.0
Budapest 14. kerület,15,1-4,7,9,2,1.2857142857142858,1.0,1.0,0.0
Budapest 14. kerület,16,1-4,8,10,2,1.25,1.0,1.0,0.0
Budapest 14. kerület,17,1-4,7,9,2,1.2857142857142858,1.0,1.0,0.0
Budapest 14. kerület,18,1-4,68,85,17,1.25,0.918918918918919,0.9139784946236559,-0.004940424295263091
Budapest 14. kerület,18,5-9,6,8,2,1.3333333333333333,0.08108108108108109,0.08602150537634409,0.004940424295263007
Budapest 14. kerület,20,1-4,6,8,2,1.3333333333333333,1.0,1.0,0.0
Budapest 14. kerület,22,1-4,11,14,3,1.2727272727272727,1.0,1.0,0.0
Budapest 14. kerület,23,1-4,16,20,4,1.25,1.0,1.0,0.0
Budapest 14. kerület,25,1-4,44,55,11,1.25,0.7213114754098361,0.7142857142857143,-0.007025761124121788
Budapest 14. kerület,25,5-9,6,8,2,1.3333333333333333,0.09836065573770492,0.1038961038961039,0.005535448158398987
Budapest 14. kerület,25,10-19,5,6,1,1.2,0.08196721311475409,0.07792207792207792,-0.004045135192676172
Budapest 14. kerület,25,20-49,6,8,2,1.3333333333333333,0.09836065573770492,0.1038961038961039,0.005535448158398987
Budapest 14. kerület,26,1-4,13,16,3,1.2307692307692308,1.0,1.0,0.0
Budapest 14. kerület,27,1-4,11,14,3,1.2727272727272727,1.0,1.0,0.0
Budapest 14. kerület,28,1-4,12,15,3,1.25,0.7058823529411765,0.7142857142857143,0.008403361344537785
Budapest 14. kerület,28,5-9,5,6,1,1.2,0.29411764705882354,0.2857142857142857,-0.00840336134453784
Budapest 14. kerület,30,1-4,5,6,1,1.2,1.0,1.0,0.0
Budapest 14. kerület,31,1-4,39,49,10,1.2564102564102564,1.0,1.0,0.0
Budapest 14. kerület,32,1-4,68,85,17,1.25,1.0,1.0,0.0
Budapest 14. kerület,33,1-4,72,90,18,1.25,0.9230769230769231,0.9183673469387755,-0.004709576138147598
Budapest 14. kerület,33,10-19,6,8,2,1.3333333333333333,0.07692307692307693,0.08163265306122448,0.004709576138147556
Budapest 14. kerület,35,1-4,7,9,2,1.2857142857142858,1.0,1.0,0.0
Budapest 14. kerület,41,1-4,237,295,58,1.2447257383966244,0.7796052631578947,0.7783641160949868,-0.0012411470629078991
Budapest 14. kerület,41,5-9,43,54,11,1.255813953488372,0.14144736842105263,0.1424802110817942,0.0010328426607415786
Budapest 14. kerület,41,10-19,15,19,4,1.2666666666666666,0.049342105263157895,0.05013192612137203,0.0007898208582141353
Budapest 14. kerület,41,20-49,9,11,2,1.2222222222222223,0.029605263157894735,0.029023746701846966,-0.0005815164560477697
Budapest 14. kerület,42,1-4,54,67,13,1.2407407407407407,0.75,0.7444444444444445,-0.005555555555555536
Budapest 14. kerület,42,5-9,11,14,3,1.2727272727272727,0.1527777777777778,0.15555555555555556,0.002777777777777768
Budapest 14. kerület,42,10-19,7,9,2,1.2857142857142858,0.09722222222222222,0.1,0.002777777777777782
Budapest 14. kerület,43,1-4,641,797,156,1.2433697347893915,0.8685636856368564,0.8681917211328976,-0.0003719645039588215
Budapest 14. kerület,43,5-9,52,65,13,1.25,0.07046070460704607,0.07080610021786492,0.00034539561081885217
Budapest 14. kerület,43,10-19,21,26,5,1.2380952380952381,0.028455284552845527,0.02832244008714597,-0.0001328444656995588
Budapest 14. kerület,43,20-49,19,24,5,1.263157894736842,0.025745257452574527,0.026143790849673203,0.0003985333970986764
Budapest 14. kerület,43,50-249,5,6,1,1.2,0.006775067750677507,0.006535947712418301,-0.00023912003825920635
Budapest 14. kerület,45,1-4,229,285,56,1.244541484716157,0.8419117647058824,0.8431952662721893,0.001283501566306966
Budapest 14. kerület,45,5-9,26,32,6,1.2307692307692308,0.09558823529411764,0.09467455621301775,-0.0009136790810998913
Budapest 14. kerület,45,10-19,12,15,3,1.25,0.04411764705882353,0.04437869822485207,0.0002610511660285364
Budapest 14. kerület,45,20-49,5,6,1,1.2,0.01838235294117647,0.01775147928994083,-0.0006308736512356423
Budapest 14. kerület,46,1-4,494,614,120,1.242914979757085,0.727540500736377,0.7274881516587678,-5.234907760920393e-05
Budapest 14. kerület,46,5-9,102,127,25,1.2450980392156863,0.15022091310751104,0.1504739336492891,0.00025302054177805955
Budapest 14. kerület,46,10-19,46,57,11,1.2391304347826086,0.06774668630338733,0.06753554502369669,-0.00021114127969064367
